378645,379142
599268,599311
922375,922512
916179,916302
762567,762768
189110,189157
39619,40148
996449,996791
431241,431539
882189,882427
146824,146931
887156,887307
682990,683267
383676,384175
286424,286532
995617,995866
321472,321713
177180,177371
925097,925130
90384,90660
951999,952356
410712,411470
534756,534954
961856,962267
590427,590693
859184,859520
322200,322265
684034,684367
257755,257900
854153,854713
395599,396120
30459,30801
35980,36268
464992,465846
693837,693950
445583,446136
453322,454358
68950,69434
325536,326289
432320,432485
420510,420569
723720,724403
946299,946483
114540,115017
959821,959889
294377,295011
862519,863116
887307,887721
28821,28840
360529,360949
485306,486009
13297,13862
800447,800765
450523,451181
76606,76762
17143,17151
366949,367053
598890,599359
325472,325615
859823,859913
989848,989952
682852,683159
613495,613553
780895,780969
105200,105316
10544,10619
878540,878948
274,279
375929,375990
595218,595330
425649,425917
736134,736464
948749,948857
952905,953339
617614,618054
702930,703173
758749,758783
730356,730496
405372,405577
92649,92746
580689,580964
934376,935053
688638,688930
853634,853750
651249,652138
553910,554135
773432,773787
338454,338594
705864,706448
403078,403212
509355,509446
225776,226467
206602,206871
99679,100042
221154,221535
74908,74991
567535,568109
728629,729328
511022,511457
867939,868035
498463,498582
642109,642431
452693,453291
82256,82286
639850,640225
177109,177408
129289,129586
858362,858973
523407,523937
547004,547191
949431,949774
519717,520052
437481,437822
627965,628654
671186,671524
737581,738068
256546,257081
137502,137760
682679,682743
450728,450762
261845,262670
338903,339373
10921,11147
183579,184101
340126,340310
563720,564301
914165,914780
656021,656684
493398,493762
694278,694397
236824,237119
231523,231645
366336,366776
251191,251559
4120,4677
891433,891660
901161,901203
325898,326363
222515,223281
235453,236195
938715,939121
516734,516944
650703,651141
324521,325431
385057,385176
626450,627268
808303,808519
580528,581337
704720,704806
637287,637985
222842,222933
466600,467219
763174,763526
314997,315019
477886,477992
990098,990143
487144,487761
47563,47636
483995,484320
935200,935245
381107,381547
735452,735575
880419,880550
835207,835223
679122,679277
119941,120197
16744,16834
197129,197727
903049,903082
485957,486959
757949,758090
714606,714784
698335,698391
51000,51780
415178,416035
499489,499993
162159,163195
826597,827052
196024,196147
701232,701628
887028,887059
341021,341054
772940,773038
50789,50953
209553,209796
3178,3184
372886,373258
43250,43258
21,25
35869,36568
109828,110536
941863,941951
951787,951952
3717,3980
926062,926184
428787,429107
909444,909488
689807,690196
881947,882346
525307,525789
8261,8268
812291,813055
36594,36896
544763,545455
439643,439707
481504,481561
365532,365978
410558,410602
141141,141350
124626,125294
827434,827664
302511,303153
902094,902238
683001,683267
512848,512944
271860,272183
412843,413541
417664,418478
493906,494052
8526,8682
54409,55200
988742,989023
784599,784704
734193,734323
25277,25698
682473,682826
310732,311212
878791,878898
2902,3299
309046,309132
4934,5223
290270,290921
891367,891661
441872,442350
600671,600797
424352,424726
722023,722219
702006,702301
444027,444318
253666,253904
317543,318199
99039,99607
384924,385547
571432,571585
985058,985113
526532,526688
503121,503159
881079,881382
266952,267403
144488,145244
316032,316252
385299,385912
93038,93388
870594,870836
526920,527253
519172,519476
272761,273173
785947,786265
795737,795866
278284,278581
505211,505624
436997,437019
599167,599503
404638,404816
530422,530654
141720,142509
524090,524107
535963,536555
175265,175684
986953,987161
330551,330594
463139,463776
247874,247902
79158,79459
488668,489274
369435,369762
789956,790221
715769,716462
820200,820294
542169,542252
286630,287145
824231,825275
42542,42696
753708,754625
638486,638834
146734,146951
890271,890947
389354,389475
60836,61234
723995,724428
956954,957178
632051,632646
236686,236840
713547,713898
998431,998640
740298,740922
775970,776600
555611,555668
679652,680068
659206,659421
